date,Low,Close
2010-12-20,60.73,61.05
2010-12-17,60.83,60.83
2010-12-16,61.03,61.73
2010-12-15,60.14,61.51
2010-12-14,60.56,60.95
2010-12-13,60.53,60.69
2010-12-10,60.32,60.5
2010-12-09,59.95,60.39
2010-12-08,60.55,60.98
2010-12-07,60.1,61.15
2010-12-06,59.5,60.02
2010-12-03,59.05,59.19
2010-12-02,58.35,59.95
2010-12-01,57.61,59.26
2010-11-30,56.34,57.5
2010-11-29,56.29,56.29
2010-11-26,57.64,58.36
2010-11-25,58.23,59.18
2010-11-24,56.81,58.67
2010-11-23,56.68,56.68
2010-11-22,57.52,57.82
2010-11-19,56.6,57.4
2010-11-18,55.74,57.26
2010-11-17,54.43,55.49
2010-11-16,54.98,54.98
2010-11-15,55.67,57.18
2010-11-12,55.02,56.12
2010-11-11,56.17,56.63
2010-11-10,55.86,56.09
2010-11-09,56.35,57.41
2010-11-08,56.57,56.75
2010-11-05,56.0,57.17
2010-11-04,54.42,56.15
2010-11-03,53.91,54.09
2010-11-02,52.39,54.23
2010-11-01,52.2,52.57
2010-10-29,52.08,52.28
2010-10-28,51.25,52.37
2010-10-27,52.01,52.22
2010-10-26,52.37,52.69
2010-10-25,52.86,53.11
2010-10-22,52.3,52.77
2010-10-21,51.85,52.8
2010-10-20,50.64,51.93
2010-10-19,50.23,50.64
2010-10-18,50.57,51.03
2010-10-15,50.12,50.97
2010-10-13,48.74,49.71
2010-10-12,47.64,48.48
2010-10-11,48.38,48.6
2010-10-08,47.6,48.73
2010-10-07,47.58,47.77
2010-10-06,47.33,48.51
2010-10-05,46.05,47.24
2010-10-04,45.88,46.46
2010-10-01,46.55,46.87
2010-09-30,45.92,46.26
2010-09-29,46.19,46.46
2010-09-28,45.8,46.87
2010-09-27,46.49,46.6
2010-09-24,45.47,46.92
2010-09-23,45.17,45.62
2010-09-22,44.66,45.58
2010-09-21,45.28,45.28
2010-09-20,44.87,45.46
2010-09-17,44.66,44.77
2010-09-16,44.71,45.2
2010-09-15,44.62,45.02
2010-09-14,44.72,45.17
2010-09-13,43.97,44.69
2010-09-10,43.37,43.69
2010-09-09,42.72,43.51
2010-09-08,42.09,43.09
2010-09-07,42.54,43.0
2010-09-06,43.25,43.38
2010-09-03,42.99,43.34
2010-09-02,42.8,43.03
2010-09-01,41.26,43.0
2010-08-31,40.92,41.63
2010-08-30,41.42,41.62
2010-08-27,41.15,42.03
2010-08-26,41.65,41.94
2010-08-25,40.74,41.35
2010-08-24,41.5,41.9
2010-08-23,42.37,42.74
2010-08-20,42.44,42.55
2010-08-19,43.35,43.47
2010-08-18,44.12,44.47
2010-08-17,43.63,44.7
2010-08-16,43.11,43.66
2010-08-13,43.59,43.8
2010-08-12,44.13,44.56
2010-08-11,43.98,44.31
2010-08-10,45.0,45.35
2010-08-09,45.43,45.76
2010-08-06,44.51,44.74
2010-08-05,45.35,45.56
2010-08-04,45.49,46.45
2010-08-03,45.44,45.9
2010-08-02,45.33,46.31
2010-07-30,43.64,44.81
2010-07-29,44.19,44.38
2010-07-28,45.04,45.33
2010-07-27,45.79,46.11
2010-07-26,46.23,46.74
2010-07-23,45.75,46.71
2010-07-22,44.0,45.99
2010-07-21,44.38,44.44
2010-07-20,43.41,44.2
2010-07-19,44.22,44.49
2010-07-16,44.9,44.96
2010-07-15,45.76,45.87
2010-07-14,46.01,46.36
2010-07-13,45.51,46.5
2010-07-12,45.78,46.03
2010-07-09,45.24,45.74
2010-07-08,44.57,45.01
2010-07-07,43.35,44.5
2010-07-06,43.53,44.58
2010-07-05,43.17,43.35
2010-07-02,43.8,43.84
2010-07-01,43.83,43.9
2010-06-30,44.81,45.11
2010-06-29,45.03,45.29
2010-06-28,46.1,47.54
2010-06-25,45.7,46.16
2010-06-24,46.14,46.26
2010-06-23,46.4,46.83
2010-06-22,46.31,46.74
2010-06-21,46.62,46.9
2010-06-18,46.01,46.22
2010-06-17,46.11,46.56
2010-06-16,46.03,46.46
2010-06-15,45.3,45.9
2010-06-14,45.11,45.75
2010-06-11,44.07,44.89
2010-06-10,43.89,44.79
2010-06-09,42.9,44.2
2010-06-08,42.31,43.1
2010-06-07,42.0,42.81
2010-06-04,42.64,42.74
2010-06-03,43.54,43.54
2010-06-02,42.26,42.81
2010-06-01,41.75,43.03
2010-05-31,42.54,43.06
2010-05-28,42.74,42.85
2010-05-27,41.75,43.31
2010-05-26,40.92,41.56
2010-05-25,39.94,40.71
2010-05-24,41.4,41.88
2010-05-21,40.99,42.0
2010-05-20,41.6,42.37
2010-05-19,43.33,43.79
2010-05-18,44.98,45.5
2010-05-17,43.82,44.68
2010-05-14,43.94,44.38
2010-05-13,45.53,45.67
2010-05-12,43.05,45.0
2010-05-11,42.49,43.56
2010-05-10,41.77,43.74
2010-05-07,40.26,41.0
2010-05-06,42.01,42.55
2010-05-05,42.28,42.49
2010-05-04,42.99,43.06
2010-05-03,43.52,44.6
2010-04-30,43.77,43.98
2010-04-29,44.65,45.92
2010-04-28,45.15,46.4
2010-04-27,47.1,47.1
2010-04-26,47.85,48.54
2010-04-23,46.26,47.75
2010-04-22,45.88,46.17
2010-04-21,46.31,46.42
2010-04-20,45.22,46.1
2010-04-19,45.31,45.65
2010-04-16,45.67,45.95
2010-04-15,46.25,46.53
2010-04-14,46.44,46.69
2010-04-13,46.15,46.64
2010-04-12,46.37,46.92
2010-04-09,46.51,46.97
2010-04-08,45.74,46.25
2010-04-07,46.4,46.62
2010-04-06,46.89,47.06
2010-04-01,46.15,47.0
2010-03-31,45.54,45.92
2010-03-30,45.7,45.72
2010-03-29,45.27,45.52
2010-03-26,45.02,45.25
2010-03-25,44.67,45.34
2010-03-24,43.95,44.87
2010-03-23,44.66,44.94
2010-03-22,43.85,44.71
2010-03-19,44.08,44.3
2010-03-18,44.35,44.76
2010-03-17,44.28,44.55
2010-03-16,43.77,44.15
2010-03-15,43.56,43.72
2010-03-12,44.08,44.26
2010-03-11,43.85,44.24
2010-03-10,43.16,44.03
2010-03-09,43.01,43.28
2010-03-08,42.96,43.23
2010-03-05,41.87,43.1
2010-03-04,41.6,41.75
2010-03-03,41.8,42.28
2010-03-02,41.9,42.14
2010-03-01,41.69,42.1
2010-02-26,40.78,41.24
2010-02-25,41.0,41.12
2010-02-24,40.21,40.65
2010-02-23,40.97,41.26
2010-02-22,41.78,41.8
2010-02-19,41.35,42.06
2010-02-18,41.1,42.01
2010-02-17,41.12,41.55
2010-02-16,39.92,40.84
2010-02-15,39.99,40.21
2010-02-12,39.75,40.2
2010-02-11,39.72,40.26
2010-02-10,40.18,40.43
2010-02-09,39.46,40.01
2010-02-08,39.4,40.02
2010-02-05,39.41,39.43
2010-02-04,40.09,40.26
2010-02-03,41.81,42.13
2010-02-02,41.02,42.0
2010-02-01,40.6,41.73
2010-01-29,40.3,41.22
2010-01-28,40.03,40.03
2010-01-27,39.22,40.35
2010-01-26,39.12,39.92
2010-01-25,39.51,40.02
2010-01-22,40.13,40.47
2010-01-21,40.83,40.9
2010-01-20,41.4,41.46
2010-01-19,41.56,42.86
2010-01-18,41.64,42.32
2010-01-15,41.38,41.56
2010-01-14,42.35,42.46
2010-01-13,41.8,42.38
2010-01-12,41.76,41.98
2010-01-11,43.42,43.53
2010-01-08,43.6,44.02
2010-01-07,43.76,44.15
2010-01-06,44.03,44.45
2010-01-05,43.88,44.17
2010-01-04,43.35,44.85
2009-12-31,43.37,43.46
2009-12-30,43.37,43.46
2009-12-29,43.67,43.82
2009-12-28,43.72,43.95
2009-12-24,43.64,43.87
2009-12-23,43.64,43.87
2009-12-22,43.5,43.5
2009-12-21,42.98,43.5
2009-12-18,42.9,42.99
2009-12-17,43.08,43.18
2009-12-16,42.71,43.75
2009-12-15,42.29,43.07
2009-12-14,42.76,42.97
2009-12-11,42.23,43.04
2009-12-10,41.46,42.25
2009-12-09,41.05,41.63
2009-12-08,41.01,41.22
2009-12-07,41.59,42.53
2009-12-04,41.18,41.89
2009-12-03,41.32,41.4
2009-12-02,40.8,41.6
2009-12-01,40.4,40.97
2009-11-30,39.8,40.16
2009-11-27,39.11,40.59
2009-11-26,40.03,40.25
2009-11-25,41.2,41.9
2009-11-24,40.74,41.26
2009-11-23,40.23,41.48
2009-11-20,39.5,39.87
2009-11-19,39.68,39.89
2009-11-18,40.25,40.29
2009-11-17,40.43,40.55
2009-11-16,40.01,41.02
2009-11-13,39.02,39.76
2009-11-12,38.8,39.47
2009-11-11,38.78,39.36
2009-11-10,38.47,38.72
2009-11-09,37.7,38.5
2009-11-06,36.67,37.55
2009-11-05,36.11,37.87
2009-11-04,36.37,36.96
2009-11-03,35.76,36.24
2009-11-02,35.92,36.44
2009-10-30,36.2,36.5
2009-10-29,35.0,37.42
2009-10-28,36.86,37.0
2009-10-27,37.52,38.24
2009-10-26,38.05,38.29
2009-10-23,38.96,39.16
2009-10-22,39.0,39.5
2009-10-21,38.89,40.4
2009-10-20,40.02,40.02
2009-10-19,39.45,40.82
2009-10-16,39.07,39.4
2009-10-15,39.8,40.11
2009-10-14,38.62,40.61
2009-10-13,37.62,37.82
2009-10-12,37.61,38.35
2009-10-09,36.83,37.49
2009-10-08,36.73,37.47
2009-10-07,35.9,36.24
2009-10-06,34.7,36.12
2009-10-05,33.94,34.69
2009-10-02,33.76,34.15
2009-10-01,34.66,34.73
2009-09-30,35.38,36.21
2009-09-29,35.74,36.07
2009-09-28,34.38,36.35
2009-09-25,34.95,35.26
2009-09-24,35.51,35.75
2009-09-23,36.02,36.45
2009-09-22,36.58,36.8
2009-09-21,36.08,36.41
2009-09-18,36.27,36.98
2009-09-17,36.23,36.55
2009-09-16,35.89,36.57
2009-09-15,35.52,35.94
2009-09-14,35.32,35.81
2009-09-11,35.56,36.18
2009-09-10,35.49,35.91
2009-09-09,35.72,36.49
2009-09-08,35.87,36.47
2009-09-07,35.2,35.97
2009-09-04,34.46,34.96
2009-09-03,34.28,34.58
2009-09-02,34.96,35.9
2009-09-01,36.13,36.13
2009-08-31,35.89,36.39
2009-08-28,36.61,36.96
2009-08-27,35.94,36.31
2009-08-26,36.62,36.86
2009-08-25,36.44,38.13
2009-08-24,36.6,36.78
2009-08-21,34.78,36.2
2009-08-20,34.81,35.41
2009-08-19,33.72,34.49
2009-08-18,33.94,34.46
2009-08-17,33.61,33.96
2009-08-14,34.55,34.77
2009-08-13,34.65,36.01
2009-08-12,33.73,34.57
2009-08-11,34.11,34.57
2009-08-10,34.7,35.27
2009-08-07,34.41,35.25
2009-08-06,34.79,35.09
2009-08-05,35.18,35.63
2009-08-04,35.0,35.68
2009-08-03,34.8,36.15
2009-07-31,33.77,35.16
2009-07-30,32.55,34.2
2009-07-29,33.85,34.81
2009-07-28,33.22,33.83
2009-07-27,33.7,33.96
2009-07-24,33.51,34.29
2009-07-23,32.97,34.4
2009-07-22,32.38,33.25
2009-07-21,31.8,32.73
2009-07-20,31.72,31.99
2009-07-17,31.3,31.71
2009-07-16,30.67,31.5
2009-07-15,29.79,31.06
2009-07-14,28.71,29.69
2009-07-13,27.45,29.04
2009-07-10,27.58,27.66
2009-07-09,27.57,27.75
2009-07-08,27.4,27.5
2009-07-07,27.51,27.55
2009-07-06,27.46,27.6
2009-07-03,27.33,27.66
2009-07-02,27.61,27.61
2009-07-01,28.41,29.11
2009-06-30,28.28,28.33
2009-06-29,28.02,29.12
2009-06-26,27.75,28.02
2009-06-25,27.55,28.17
2009-06-24,27.86,28.88
2009-06-23,27.4,28.0
2009-06-22,28.05,28.08
2009-06-19,28.7,29.03
2009-06-18,28.33,28.98
2009-06-17,28.92,29.28
2009-06-16,30.31,30.44
2009-06-15,30.66,30.82
2009-06-12,31.23,31.59
2009-06-11,30.9,31.45
2009-06-10,30.86,31.04
2009-06-09,30.6,30.79
2009-06-08,30.43,30.9
2009-06-05,31.32,31.34
2009-06-04,31.1,31.3
2009-06-03,31.53,31.78
2009-06-02,31.32,31.9
2009-06-01,30.37,31.89
2009-05-29,29.59,29.75
2009-05-28,29.42,29.94
2009-05-27,30.02,30.43
2009-05-26,28.88,30.48
2009-05-25,29.14,29.97
2009-05-22,29.37,29.93
2009-05-21,29.55,29.69
2009-05-20,28.94,30.69
2009-05-19,28.72,29.1
2009-05-18,27.27,28.73
2009-05-15,27.21,27.9
2009-05-14,27.08,27.4
2009-05-13,27.29,28.13
2009-05-12,29.09,29.41
2009-05-11,28.76,29.2
2009-05-08,29.04,29.52
2009-05-07,28.64,28.83
2009-05-06,28.64,29.22
2009-05-05,28.74,29.0
2009-05-04,27.12,29.05
2009-05-01,28.57,28.57
2009-04-30,28.13,28.57
2009-04-29,26.1,26.61
2009-04-28,26.27,26.82
2009-04-27,26.3,27.31
2009-04-24,25.86,27.13
2009-04-23,25.37,25.79
2009-04-22,25.35,26.5
2009-04-21,25.15,25.86
2009-04-20,25.83,26.06
2009-04-17,26.77,27.14
2009-04-16,26.72,27.07
2009-04-15,26.87,27.23
2009-04-14,26.56,27.72
2009-04-10,26.89,26.89
2009-04-09,25.37,26.89
2009-04-08,24.51,25.24
2009-04-07,24.76,25.21
2009-04-06,25.35,25.69
2009-04-03,24.52,25.96
2009-04-02,23.71,24.83
2009-04-01,22.17,23.08
2009-03-31,22.34,22.79
2009-03-30,22.24,22.24
2009-03-27,23.44,23.79
2009-03-26,23.7,24.26
2009-03-25,23.72,24.33
2009-03-24,24.36,24.79
2009-03-23,23.8,24.56
2009-03-20,23.11,23.95
2009-03-19,23.46,23.65
2009-03-18,23.29,23.55
2009-03-17,23.6,23.96
2009-03-16,23.94,24.31
2009-03-13,24.13,24.26
2009-03-12,23.05,24.33
2009-03-11,22.41,23.74
2009-03-10,20.63,22.72
2009-03-09,20.07,20.77
2009-03-06,20.17,20.74
2009-03-05,20.75,20.8
2009-03-04,20.93,22.25
2009-03-03,20.62,20.71
2009-03-02,20.82,20.99
2009-02-27,21.29,21.96
2009-02-26,21.32,22.62
2009-02-25,20.53,21.07
2009-02-24,20.8,21.72
2009-02-23,21.24,21.45
2009-02-20,21.74,21.74
2009-02-19,22.63,22.93
2009-02-18,22.66,23.2
2009-02-17,22.93,23.23
2009-02-16,24.05,24.4
2009-02-13,24.31,24.58
2009-02-12,23.65,24.05
2009-02-11,24.35,24.96
2009-02-10,25.02,25.02
2009-02-09,25.52,26.29
2009-02-06,23.88,26.1
2009-02-05,23.25,24.09
2009-02-04,22.53,24.3
2009-02-03,21.55,22.57
2009-02-02,21.63,22.26
2009-01-30,22.55,22.72
2009-01-29,22.64,23.63
2009-01-28,22.26,22.86
2009-01-27,21.79,22.16
2009-01-26,21.7,22.41
2009-01-23,21.15,21.86
2009-01-22,22.7,22.78
2009-01-21,22.3,23.01
2009-01-20,22.49,22.85
2009-01-19,22.18,22.68
2009-01-16,23.33,23.76
2009-01-15,22.61,23.18
2009-01-14,23.83,24.06
2009-01-13,24.77,25.44
2009-01-12,25.37,25.57
2009-01-09,25.35,25.72
2009-01-08,25.95,26.65
2009-01-07,26.36,26.49
2009-01-06,27.24,27.49
2009-01-05,27.43,27.59
2009-01-02,27.37,27.9
2009-01-01,27.73,27.73
2008-12-31,27.73,27.73
2008-12-30,26.98,27.73
2008-12-29,25.93,26.85
2008-12-26,26.0,26.0
2008-12-25,26.0,26.0
2008-12-24,26.0,26.0
2008-12-23,25.74,26.0
2008-12-22,25.58,26.25
2008-12-19,25.74,26.43
2008-12-18,26.2,26.66
2008-12-17,25.8,26.42
2008-12-16,25.32,26.38
2008-12-15,24.71,25.3
2008-12-12,24.01,25.07
2008-12-11,25.03,25.66
2008-12-10,25.43,26.3
2008-12-09,24.21,25.44
2008-12-08,23.69,24.66
2008-12-05,22.07,22.61
2008-12-04,22.66,23.62
2008-12-03,22.14,23.14
2008-12-02,22.1,23.84
2008-12-01,23.04,23.28
2008-11-28,24.25,25.1
2008-11-27,24.52,25.15
2008-11-26,23.74,24.5
2008-11-25,23.26,25.19
2008-11-24,21.41,24.23
2008-11-21,21.39,21.68
2008-11-20,20.88,22.46
2008-11-19,20.54,21.96
2008-11-18,24.58,25.43
2008-11-17,25.16,25.55
2008-11-14,25.83,25.88
2008-11-13,24.9,25.72
2008-11-12,25.0,25.4
2008-11-11,25.8,26.18
2008-11-10,26.88,27.49
2008-11-07,25.0,26.08
2008-11-06,25.27,25.41
2008-11-05,27.07,27.95
2008-11-04,26.9,29.23
2008-11-03,26.54,27.54
2008-10-31,23.88,26.07
2008-10-30,22.52,24.06
2008-10-29,22.69,24.61
2008-10-28,17.85,20.63
2008-10-27,19.77,19.95
2008-10-24,20.51,22.38
2008-10-23,22.91,23.44
2008-10-22,23.54,23.8
2008-10-21,24.73,25.0
2008-10-20,24.21,24.79
2008-10-17,23.82,24.52
2008-10-16,23.52,23.96
2008-10-15,25.92,26.34
2008-10-14,28.72,29.1
2008-10-13,26.55,28.45
2008-10-10,23.43,25.55
2008-10-09,27.9,28.43
2008-10-08,26.41,28.3
2008-10-07,30.2,31.24
2008-10-06,31.02,31.7
2008-10-03,32.14,33.26
2008-10-02,31.39,32.5
2008-10-01,33.08,33.69
2008-09-30,32.91,33.75
2008-09-29,33.37,33.64
2008-09-26,34.65,34.97
2008-09-25,34.66,35.29
2008-09-24,34.07,34.57
2008-09-23,34.0,34.4
2008-09-22,34.2,34.2
2008-09-19,33.12,34.98
2008-09-18,32.63,32.81
2008-09-17,33.25,33.83
2008-09-16,34.69,35.16
2008-09-15,35.89,36.24
2008-09-12,37.41,37.81
2008-09-11,36.96,37.41
2008-09-10,37.0,37.44
2008-09-09,37.3,37.75
2008-09-08,38.32,38.5
2008-09-05,37.95,38.17
2008-09-04,38.87,39.03
2008-09-03,39.52,39.71
2008-09-02,39.05,39.9
2008-09-01,39.0,39.42
2008-08-29,39.13,39.38
2008-08-28,38.54,39.25
2008-08-27,39.01,39.35
2008-08-26,38.9,39.46
2008-08-25,39.14,39.26
2008-08-22,38.96,39.5
2008-08-21,39.15,39.28
2008-08-20,39.57,39.72
2008-08-19,39.44,39.85
2008-08-18,39.55,39.99
2008-07-28,41.26,41.26
2008-07-25,40.73,41.81
2008-07-24,41.17,41.35
2008-07-23,42.0,42.13
2008-07-22,41.21,42.1
2008-07-21,40.92,41.44
2008-07-18,40.69,41.25
2008-07-17,40.27,40.93
2008-07-16,40.07,40.5
2008-07-15,40.12,40.36
2008-07-14,40.5,40.69
2008-07-11,40.22,40.56
2008-07-10,40.84,41.23
2008-07-09,41.24,41.49
2008-07-08,41.6,41.86
2008-07-07,42.02,42.73
2008-07-04,42.07,42.2
2008-07-03,41.81,42.61
2008-07-02,42.7,42.77
2008-07-01,42.89,43.32
2008-06-30,43.25,43.82
2008-06-27,43.79,44.12
2008-06-26,88.18,88.58
2008-06-25,88.88,89.68
2008-06-24,89.01,90.07
2008-06-23,89.92,90.6
2008-06-20,89.75,89.81
2008-06-19,91.75,92.38
2008-06-18,92.6,92.65
2008-06-17,93.43,94.39
2008-06-16,92.86,93.47
2008-06-13,93.25,94.86
2008-06-12,93.65,94.21
2008-06-11,92.95,92.95
2008-06-10,93.99,93.99
2008-06-09,93.92,96.12
2008-06-06,94.14,94.42
2008-06-05,96.04,96.25
2008-06-04,95.5,96.69
2008-06-03,95.02,96.7
2008-06-02,95.21,95.21
2008-05-30,95.74,96.37
2008-05-29,94.66,95.37
2008-05-28,93.5,95.18
2008-05-27,93.29,93.8
2008-05-26,93.08,94.07
2008-05-23,93.2,93.35
2008-05-22,93.2,94.22
2008-05-21,93.11,94.16
2008-05-20,92.45,93.07
2008-05-19,92.28,93.36
2008-05-16,91.51,92.83
2008-05-15,90.36,91.64
2008-05-14,90.6,91.24
2008-05-13,89.77,91.29
2008-05-12,89.08,89.78
2008-05-09,88.83,89.09
2008-05-08,89.87,90.45
2008-05-07,90.43,90.78
2008-05-06,90.12,91.17
2008-05-05,90.4,91.6
2008-05-02,90.7,90.92
2008-04-30,90.25,91.65
2008-04-29,89.9,90.73
2008-04-28,89.88,90.41
2008-04-25,89.75,90.05
2008-04-24,91.25,93.83
2008-04-23,91.6,92.98
2008-04-22,90.95,91.87
2008-04-21,92.58,93.02
2008-04-18,91.51,93.45
2008-04-17,90.9,91.65
2008-04-16,90.07,91.5
2008-04-15,89.02,90.1
2008-04-14,87.69,88.56
2008-04-11,88.35,89.03
2008-04-10,87.77,89.99
2008-04-09,88.45,89.09
2008-04-08,88.5,89.35
2008-04-07,89.09,89.24
2008-04-04,88.04,88.86
2008-04-03,88.06,88.81
2008-04-02,87.06,88.58
2008-04-01,84.71,87.15
2008-03-31,84.05,85.31
2008-03-28,84.43,84.89
2008-03-27,84.11,85.93
2008-03-26,83.86,84.03
2008-03-25,84.74,85.57
2008-03-24,83.73,83.73
2008-03-21,83.73,83.73
2008-03-20,83.65,83.73
2008-03-19,84.72,85.16
2008-03-18,83.84,85.68
2008-03-17,81.7,83.14
2008-03-14,83.15,83.7
2008-03-13,82.58,84.01
2008-03-12,84.0,84.48
2008-03-11,82.24,84.38
2008-03-10,82.01,82.58
2008-03-07,82.1,83.28
2008-03-06,83.76,84.35
2008-03-05,82.12,84.85
2008-03-04,81.7,82.07
2008-03-03,82.24,83.63
2008-02-29,83.06,83.98
2008-02-28,84.93,85.2
2008-02-27,84.91,86.5
2008-02-26,84.9,86.55
2008-02-25,84.55,85.02
2008-02-22,83.95,84.53
2008-02-21,84.77,85.33
2008-02-20,85.83,86.87
2008-02-19,86.26,88.26
2008-02-18,86.01,87.0
2008-02-15,84.86,85.54
2008-02-14,86.99,87.23
2008-02-13,85.38,86.74
2008-02-12,83.84,86.47
2008-02-11,82.61,84.08
2008-02-08,83.19,83.95
2008-02-07,83.23,84.15
2008-02-06,83.86,85.83
2008-02-05,84.33,85.06
2008-02-04,87.01,87.55
2008-02-01,87.47,87.93
2008-01-31,84.21,87.21
2008-01-30,84.82,85.56
2008-01-29,82.6,85.99
2008-01-28,81.55,83.16
2008-01-25,83.51,84.26
2008-01-24,82.87,84.46
2008-01-23,79.1,80.51
2008-01-22,79.14,85.5
2008-01-21,84.34,85.0
2008-01-18,91.53,91.95
2008-01-17,94.21,94.87
2008-01-16,95.25,95.55
2008-01-15,98.3,98.84
2008-01-14,99.01,99.47
2008-01-11,98.44,99.84
2008-01-10,99.78,99.78
2008-01-09,102.72,104.82
2008-01-08,103.61,103.97
2008-01-07,101.52,104.2
2008-01-04,101.06,102.17
2008-01-03,100.81,101.6
2008-01-02,100.46,100.94
2008-01-01,101.41,101.41
2007-12-31,101.41,101.41
2007-12-28,100.5,101.41
2007-12-27,100.7,101.61
2007-12-26,101.08,101.08
2007-12-25,101.08,101.08
2007-12-24,101.08,101.08
2007-12-21,99.02,101.08
2007-12-20,97.75,98.68
2007-12-19,96.25,97.86
2007-12-18,96.68,97.38
2007-12-17,96.22,97.17
2007-12-14,97.19,98.23
2007-12-13,97.37,98.5
2007-12-12,96.34,98.12
2007-12-11,96.11,96.74
2007-12-10,95.81,96.49
2007-12-07,96.69,97.2
2007-12-06,95.83,96.75
2007-12-05,95.0,96.35
2007-12-04,94.1,94.45
2007-12-03,94.24,94.56
2007-11-30,93.65,94.76
2007-11-29,93.06,94.16
2007-11-28,90.66,93.41
2007-11-27,89.55,90.72
2007-11-26,91.53,91.85
2007-11-23,91.97,92.61
2007-11-22,91.36,92.62
2007-11-21,89.56,91.41
2007-11-20,87.6,90.71
2007-11-19,86.62,87.44
2007-11-16,89.61,90.16
2007-11-15,90.74,91.06
2007-11-14,92.8,92.9
2007-11-13,91.19,92.28
2007-11-12,91.03,91.47
2007-11-09,92.24,92.8
2007-11-08,92.8,93.37
2007-11-07,92.8,94.09
2007-11-06,92.77,93.7
2007-11-05,92.0,92.85
2007-11-02,91.56,92.89
2007-11-01,92.52,93.1
2007-10-31,94.9,95.5
2007-10-30,95.77,95.91
2007-10-29,97.41,98.34
2007-10-26,97.38,97.85
2007-10-25,95.5,97.55
2007-10-24,95.63,95.8
2007-10-23,95.06,96.64
2007-10-22,95.0,95.43
2007-10-19,95.27,96.57
2007-10-18,95.37,95.63
2007-10-17,95.43,95.98
2007-10-16,94.84,95.34
2007-10-15,94.8,95.01
2007-10-12,94.55,95.61
2007-10-11,95.0,95.16
2007-10-10,94.99,95.26
2007-10-09,95.91,96.08
2007-10-08,96.03,97.08
2007-10-05,95.0,95.97
2007-10-04,94.6,95.12
2007-10-03,94.96,95.5
2007-10-02,95.32,95.67
2007-10-01,96.5,97.15
2007-09-28,95.75,97.0
2007-09-27,96.6,97.12
2007-09-26,96.43,96.65
2007-09-25,96.25,97.68
2007-09-24,95.71,97.22
2007-09-21,95.4,96.04
2007-09-20,96.03,96.19
2007-09-19,95.6,96.39
2007-09-18,92.79,94.84
2007-09-17,92.4,93.49
2007-09-14,92.33,93.01
2007-09-13,91.75,93.34
2007-09-12,91.96,92.54
2007-09-11,92.29,92.75
2007-09-10,91.71,92.01
2007-09-07,93.01,93.5
2007-09-06,94.4,95.25
2007-09-05,95.14,95.27
2007-09-04,95.4,97.61
2007-09-03,96.21,96.59
2007-08-31,95.3,97.13
2007-08-30,93.6,95.51
2007-08-29,91.7,94.08
2007-08-28,92.44,92.85
2007-08-27,92.7,93.14
2007-08-24,91.78,92.7
2007-08-23,92.63,92.68
2007-08-22,91.58,92.34
2007-08-21,90.16,92.17
2007-08-20,89.67,90.63
2007-08-17,87.0,90.08
2007-08-16,88.82,90.08
2007-08-15,90.33,92.06
2007-08-14,91.52,91.87
2007-08-13,91.76,93.5
2007-08-10,88.39,91.5
2007-08-09,91.38,91.66
2007-08-08,93.61,94.43
2007-08-07,93.1,94.16
2007-08-06,91.69,93.67
2007-08-03,91.57,91.85
2007-08-02,92.5,93.9
2007-08-01,92.61,93.15
2007-07-31,93.82,95.3
2007-07-30,91.09,93.82
2007-07-27,90.25,91.73
2007-07-26,94.0,94.0
2007-07-25,94.5,94.84
2007-07-24,96.03,96.1
2007-07-23,96.87,97.88
2007-07-20,96.98,97.53
2007-07-19,97.36,98.6
2007-07-18,97.4,97.73
2007-07-17,98.23,99.45
2007-07-16,98.74,99.22
2007-07-13,98.02,98.93
2007-07-12,95.34,97.11
2007-07-11,95.0,95.84
2007-07-10,96.0,96.9
2007-07-09,98.72,99.16
2007-07-06,96.11,98.64
2007-07-05,96.26,96.6
2007-07-04,97.05,97.34
2007-07-03,96.95,97.52
2007-07-02,95.86,96.09
2007-06-29,95.12,97.24
2007-06-28,93.1,94.8
2007-06-27,91.63,92.67
2007-06-26,91.62,92.82
2007-06-25,92.53,93.73
2007-06-22,93.96,94.66
2007-06-21,93.91,94.61
2007-06-20,95.11,96.36
2007-06-19,93.71,94.66
2007-06-18,92.14,94.03
2007-06-15,89.55,92.04
2007-06-14,87.72,89.28
2007-06-13,87.01,87.72
2007-06-12,87.21,88.23
2007-06-11,86.5,88.12
2007-06-08,85.43,86.62
2007-06-07,86.42,86.85
2007-06-06,87.65,88.44
2007-06-05,91.81,92.26
2007-06-04,91.4,92.23
2007-06-01,92.11,92.45
2007-05-31,89.94,92.04
2007-05-30,89.01,89.99
2007-05-29,90.0,90.5
2007-05-28,90.89,90.89
2007-05-25,89.8,90.89
2007-05-24,90.06,90.57
2007-05-23,90.3,90.65
2007-05-22,90.67,91.36
2007-05-21,89.5,91.32
2007-05-18,87.92,90.08
2007-05-17,88.06,88.41
2007-05-16,87.96,88.44
2007-05-15,87.01,88.35
2007-05-14,87.47,87.77
2007-05-11,86.06,87.68
2007-05-10,87.13,87.46
2007-05-09,87.63,87.93
2007-05-08,86.97,87.72
2007-05-07,87.84,88.46
2007-05-04,86.89,88.22
2007-05-03,86.28,87.67
2007-05-02,85.9,87.15
2007-05-01,87.43,87.43
2007-04-30,86.64,87.43
2007-04-27,85.41,87.74
2007-04-26,88.24,88.47
